13/12/2023 17:05:17:getTemprature ['2', '15063.50', '47.6053']
13/12/2023 17:05:17:getField ['4', '15063.92', '4672.840']
13/12/2023 17:05:18:getField ['4', '15064.41', '4602.621']
13/12/2023 17:05:18:getField ['4', '15064.98', '4532.790']
13/12/2023 17:05:19:getField ['4', '15065.44', '4492.809']
13/12/2023 17:05:23:getTemprature ['2', '15069.64', '47.6023']
13/12/2023 17:05:23:getField ['4', '15070.14', '4062.336']
13/12/2023 17:05:24:getField ['4', '15070.69', '3961.934']
13/12/2023 17:05:24:getField ['4', '15071.16', '3912.707']
13/12/2023 17:05:25:getField ['4', '15071.64', '3882.652']
13/12/2023 17:05:29:getTemprature ['2', '15075.84', '47.5977']
13/12/2023 17:05:30:getField ['4', '15076.38', '3412.356']
13/12/2023 17:05:30:getField ['4', '15076.89', '3332.548']
13/12/2023 17:05:31:getField ['4', '15077.36', '3292.388']
13/12/2023 17:05:31:getField ['4', '15077.84', '3242.842']
13/12/2023 17:05:35:getTemprature ['2', '15082.17', '47.6006']
13/12/2023 17:05:36:getField ['4', '15082.56', '2812.659']
13/12/2023 17:05:36:getField ['4', '15083.09', '2722.570']
13/12/2023 17:05:37:getField ['4', '15083.56', '2692.625']
13/12/2023 17:05:37:getField ['4', '15084.11', '2612.965']
13/12/2023 17:05:42:getTemprature ['2', '15088.27', '47.5984']
13/12/2023 17:05:42:getField ['4', '15088.80', '2141.842']
13/12/2023 17:05:43:getField ['4', '15089.27', '2101.983']
13/12/2023 17:05:43:getField ['4', '15089.77', '2061.645']
13/12/2023 17:05:44:getField ['4', '15090.34', '1991.437']
13/12/2023 17:05:48:getTemprature ['2', '15094.48', '47.6017']
13/12/2023 17:05:48:getField ['4', '15095.00', '1551.540']
13/12/2023 17:05:49:getField ['4', '15095.52', '1471.599']
13/12/2023 17:05:49:getField ['4', '15095.98', '1431.466']
13/12/2023 17:05:50:getField ['4', '15096.56', '1391.382']
13/12/2023 17:05:54:getTemprature ['2', '15100.72', '47.5971']
13/12/2023 17:05:55:getField ['4', '15101.47', '950.817']
13/12/2023 17:05:55:getField ['4', '15101.95', '850.735']
13/12/2023 17:05:56:getField ['4', '15102.56', '780.732']
13/12/2023 17:05:56:getField ['4', '15102.95', '740.373']
13/12/2023 17:06:00:getTemprature ['2', '15107.19', '47.5992']
13/12/2023 17:06:01:getField ['4', '15107.70', '290.565']
13/12/2023 17:06:01:getField ['4', '15108.19', '220.582']
13/12/2023 17:06:02:getField ['4', '15108.75', '150.776']
13/12/2023 17:06:02:getField ['4', '15109.20', '110.911']
13/12/2023 17:06:07:getTemprature ['2', '15113.44', '47.5998']
13/12/2023 17:06:07:getField ['4', '15113.91', '0.316']
13/12/2023 17:06:08:getField ['4', '15114.41', '0.286']
13/12/2023 17:06:08:getField ['4', '15114.98', '0.316']
13/12/2023 17:06:09:getField ['4', '15115.41', '0.286']
13/12/2023 17:06:17:getTemprature ['2', '15123.45', '47.5998']
13/12/2023 17:06:17:getField ['4', '15123.89', '0.286']
13/12/2023 17:06:18:getField ['4', '15124.39', '0.286']
13/12/2023 17:06:18:getField ['4', '15125.00', '0.286']
13/12/2023 17:06:19:getField ['4', '15125.42', '0.286']
13/12/2023 17:06:23:getTemprature ['2', '15129.63', '47.6046']
13/12/2023 17:06:23:getField ['4', '15130.11', '0.286']
13/12/2023 17:06:24:getField ['4', '15130.64', '0.286']
13/12/2023 17:06:24:getField ['4', '15131.11', '0.286']
13/12/2023 17:06:25:getField ['4', '15131.59', '0.286']
13/12/2023 17:06:29:getTemprature ['2', '15135.83', '47.6022']
13/12/2023 17:06:30:getField ['4', '15136.38', '0.286']
13/12/2023 17:06:30:getField ['4', '15136.83', '0.286']
13/12/2023 17:06:31:getField ['4', '15137.36', '0.286']
13/12/2023 17:06:31:getField ['4', '15137.81', '0.286']
13/12/2023 17:06:35:getTemprature ['2', '15142.05', '47.5974']
13/12/2023 17:06:36:getField ['4', '15142.55', '0.286']
13/12/2023 17:06:36:getField ['4', '15143.11', '0.286']
13/12/2023 17:06:37:getField ['4', '15143.55', '0.286']
13/12/2023 17:06:37:getField ['4', '15144.06', '0.286']
13/12/2023 17:06:42:getTemprature ['2', '15148.28', '47.6022']
13/12/2023 17:06:42:getField ['4', '15148.77', '0.286']
13/12/2023 17:06:43:getField ['4', '15149.25', '0.286']
13/12/2023 17:07:29:setField 50000,100,0,1
13/12/2023 17:07:32:waitForStable 2,3600,0
13/12/2023 17:07:35:getTemprature ['2', '15202.16', '47.6005']
13/12/2023 17:07:36:getField ['4', '15202.66', '0.165']
13/12/2023 17:07:37:getTemprature ['2', '15203.36', '47.6037']
13/12/2023 17:07:37:getField ['4', '15203.98', '0.105']
13/12/2023 17:07:38:getField ['4', '15204.41', '0.150']
13/12/2023 17:07:38:getField ['4', '15204.88', '0.165']
13/12/2023 17:07:39:getField ['4', '15205.38', '0.180']
13/12/2023 17:07:43:getTemprature ['2', '15209.61', '47.5979']
13/12/2023 17:07:43:getField ['4', '15210.08', '0.165']
13/12/2023 17:07:44:getField ['4', '15210.58', '0.165']
13/12/2023 17:07:44:getField ['4', '15211.11', '0.180']
13/12/2023 17:07:45:getField ['4', '15211.58', '0.090']
13/12/2023 17:07:49:getTemprature ['2', '15215.81', '47.5984']
13/12/2023 17:07:50:getField ['4', '15216.30', '0.135']
13/12/2023 17:07:50:getField ['4', '15216.80', '0.120']
13/12/2023 17:07:51:getField ['4', '15217.39', '0.090']
13/12/2023 17:07:51:getField ['4', '15217.80', '2.542']
13/12/2023 17:07:55:getTemprature ['2', '15222.02', '47.6005']
13/12/2023 17:07:56:getField ['4', '15222.52', '383.462']
13/12/2023 17:07:56:getField ['4', '15223.02', '452.889']
13/12/2023 17:07:57:getField ['4', '15223.52', '492.870']
13/12/2023 17:07:57:getField ['4', '15224.02', '522.699']
13/12/2023 17:08:02:getTemprature ['2', '15228.22', '47.5994']
13/12/2023 17:08:02:getField ['4', '15228.75', '1020.793']
13/12/2023 17:08:03:getField ['4', '15229.22', '1050.428']
13/12/2023 17:08:03:getField ['4', '15229.73', '1090.524']
13/12/2023 17:08:04:getField ['4', '15230.22', '1170.332']
13/12/2023 17:08:08:getTemprature ['2', '15234.44', '47.5988']
13/12/2023 17:08:08:getField ['4', '15234.94', '1598.440']
13/12/2023 17:08:09:getField ['4', '15235.42', '1667.989']
13/12/2023 17:08:09:getField ['4', '15235.97', '1737.627']
13/12/2023 17:08:10:getField ['4', '15236.45', '1777.740']
13/12/2023 17:08:17:getTemprature ['2', '15243.42', '47.6030']
13/12/2023 17:08:17:getField ['4', '15243.98', '2504.359']
13/12/2023 17:08:18:getField ['4', '15244.41', '2574.462']
13/12/2023 17:08:18:getField ['4', '15244.92', '2604.125']
13/12/2023 17:08:19:getField ['4', '15245.44', '2684.198']
13/12/2023 17:08:23:getTemprature ['2', '15249.66', '47.6001']
13/12/2023 17:08:23:getField ['4', '15250.13', '3121.747']
13/12/2023 17:08:24:getField ['4', '15250.63', '3171.758']
13/12/2023 17:08:24:getField ['4', '15251.14', '3251.033']
13/12/2023 17:08:25:getField ['4', '15251.63', '3301.423']
13/12/2023 17:08:29:getTemprature ['2', '15255.83', '47.6002']
13/12/2023 17:08:30:getField ['4', '15256.38', '3729.508']
13/12/2023 17:08:30:getField ['4', '15256.88', '3808.671']
13/12/2023 17:08:31:getField ['4', '15257.38', '3878.347']
13/12/2023 17:08:31:getField ['4', '15257.86', '3918.352']
13/12/2023 17:08:35:getTemprature ['2', '15262.17', '47.5951']
13/12/2023 17:08:36:getField ['4', '15262.61', '4396.814']
13/12/2023 17:08:36:getField ['4', '15263.13', '4436.988']
13/12/2023 17:08:37:getField ['4', '15263.59', '4486.726']
13/12/2023 17:08:37:getField ['4', '15264.09', '4516.288']
13/12/2023 17:08:42:getTemprature ['2', '15268.30', '47.6010']
13/12/2023 17:08:42:getField ['4', '15268.84', '5024.676']
13/12/2023 17:08:43:getField ['4', '15269.30', '5054.674']
13/12/2023 17:08:43:getField ['4', '15269.80', '5094.754']
13/12/2023 17:08:44:getField ['4', '15270.33', '5164.499']
13/12/2023 17:08:48:getTemprature ['2', '15274.52', '47.6020']
13/12/2023 17:08:48:getField ['4', '15275.02', '5603.621']
13/12/2023 17:08:49:getField ['4', '15275.55', '5683.232']
13/12/2023 17:08:49:getField ['4', '15276.05', '5713.223']
13/12/2023 17:08:50:getField ['4', '15276.55', '5793.181']
13/12/2023 17:08:54:getTemprature ['2', '15280.81', '47.5995']
13/12/2023 17:08:55:getField ['4', '15281.36', '6242.910']
13/12/2023 17:08:55:getField ['4', '15281.75', '6302.755']
13/12/2023 17:08:56:getField ['4', '15282.25', '6332.559']
13/12/2023 17:08:56:getField ['4', '15282.77', '6402.673']
13/12/2023 17:09:00:getTemprature ['2', '15287.02', '47.5996']
13/12/2023 17:09:01:getField ['4', '15287.48', '6833.487']
13/12/2023 17:09:01:getField ['4', '15287.98', '6923.515']
13/12/2023 17:09:02:getField ['4', '15288.56', '6963.013']
13/12/2023 17:09:02:getField ['4', '15289.00', '7003.410']
13/12/2023 17:09:06:getTemprature ['2', '15293.19', '47.6060']
13/12/2023 17:09:07:getField ['4', '15293.69', '7473.517']
13/12/2023 17:09:07:getField ['4', '15294.22', '7553.326']
13/12/2023 17:09:08:getField ['4', '15294.67', '7583.219']
13/12/2023 17:09:08:getField ['4', '15295.17', '7623.481']
13/12/2023 17:09:17:getTemprature ['2', '15303.55', '47.6003']
13/12/2023 17:09:17:getField ['4', '15303.88', '8493.913']
13/12/2023 17:09:18:getField ['4', '15304.41', '8544.068']
13/12/2023 17:09:18:getField ['4', '15305.02', '8623.827']
13/12/2023 17:09:19:getField ['4', '15305.42', '8663.754']
13/12/2023 17:09:23:getTemprature ['2', '15309.61', '47.5987']
13/12/2023 17:09:23:getField ['4', '15310.09', '9104.475']
13/12/2023 17:09:24:getField ['4', '15310.59', '9174.600']
13/12/2023 17:09:24:getField ['4', '15311.13', '9244.742']
13/12/2023 17:09:25:getField ['4', '15311.59', '9274.915']
13/12/2023 17:09:29:getTemprature ['2', '15315.83', '47.5997']
13/12/2023 17:09:30:getField ['4', '15316.31', '9744.932']
13/12/2023 17:09:30:getField ['4', '15316.83', '9815.049']
13/12/2023 17:09:31:getField ['4', '15317.33', '9855.268']
13/12/2023 17:09:31:getField ['4', '15317.81', '9895.420']
13/12/2023 17:09:35:getTemprature ['2', '15322.03', '47.5983']
13/12/2023 17:09:36:getField ['4', '15322.52', '10365.460']
13/12/2023 17:09:36:getField ['4', '15323.03', '10405.538']
13/12/2023 17:09:37:getField ['4', '15323.55', '10485.933']
13/12/2023 17:09:37:getField ['4', '15324.03', '10525.962']
13/12/2023 17:09:42:getTemprature ['2', '15328.23', '47.6004']
13/12/2023 17:09:42:getField ['4', '15328.73', '11016.710']
13/12/2023 17:09:43:getField ['4', '15329.25', '11046.757']
13/12/2023 17:09:43:getField ['4', '15329.73', '11096.957']
13/12/2023 17:09:44:getField ['4', '15330.31', '11166.992']
13/12/2023 17:09:48:getTemprature ['2', '15334.48', '47.6001']
13/12/2023 17:09:48:getField ['4', '15334.98', '11607.188']
13/12/2023 17:09:49:getField ['4', '15335.47', '11687.425']
13/12/2023 17:09:49:getField ['4', '15335.94', '11727.267']
13/12/2023 17:09:50:getField ['4', '15336.45', '11767.525']
13/12/2023 17:09:54:getTemprature ['2', '15340.69', '47.5970']
13/12/2023 17:09:55:getField ['4', '15341.31', '12237.906']
13/12/2023 17:09:55:getField ['4', '15341.72', '12297.744']
13/12/2023 17:09:56:getField ['4', '15342.22', '12338.095']
13/12/2023 17:09:56:getField ['4', '15342.73', '12408.188']
13/12/2023 17:10:00:getTemprature ['2', '15346.95', '47.6003']
13/12/2023 17:10:01:getField ['4', '15347.47', '12848.626']
13/12/2023 17:10:01:getField ['4', '15347.95', '12908.336']
13/12/2023 17:10:02:getField ['4', '15348.45', '12978.576']
13/12/2023 17:10:02:getField ['4', '15348.97', '13018.438']
13/12/2023 17:10:06:getTemprature ['2', '15353.17', '47.6012']
13/12/2023 17:10:07:getField ['4', '15353.66', '13479.031']
13/12/2023 17:10:07:getField ['4', '15354.17', '13558.912']
13/12/2023 17:10:08:getField ['4', '15354.66', '13588.960']
13/12/2023 17:10:08:getField ['4', '15355.27', '13659.188']
13/12/2023 17:10:17:getTemprature ['2', '15363.45', '47.6020']
13/12/2023 17:10:17:getField ['4', '15363.88', '14520.137']
13/12/2023 17:10:18:getField ['4', '15364.38', '14560.248']
13/12/2023 17:10:18:getField ['4', '15364.98', '14640.040']
13/12/2023 17:10:19:getField ['4', '15365.44', '14680.087']
13/12/2023 17:10:23:getTemprature ['2', '15369.61', '47.6012']
13/12/2023 17:10:23:getField ['4', '15370.09', '15110.401']
13/12/2023 17:10:24:getField ['4', '15370.61', '15170.757']
13/12/2023 17:10:24:getField ['4', '15371.13', '15250.229']
13/12/2023 17:10:25:getField ['4', '15371.59', '15280.589']
13/12/2023 17:10:29:getTemprature ['2', '15375.81', '47.6001']
13/12/2023 17:10:30:getField ['4', '15376.33', '15751.617']
13/12/2023 17:10:30:getField ['4', '15376.83', '15831.475']
13/12/2023 17:10:31:getField ['4', '15377.31', '15871.621']
13/12/2023 17:10:31:getField ['4', '15377.81', '15911.714']
13/12/2023 17:10:35:getTemprature ['2', '15382.03', '47.5994']
13/12/2023 17:10:36:getField ['4', '15382.50', '16382.027']
13/12/2023 17:10:36:getField ['4', '15383.00', '16411.805']
13/12/2023 17:10:37:getField ['4', '15383.53', '16492.119']
13/12/2023 17:10:37:getField ['4', '15384.02', '16532.348']
13/12/2023 17:10:42:getTemprature ['2', '15388.23', '47.6035']
13/12/2023 17:10:42:getField ['4', '15388.73', '17002.877']
13/12/2023 17:10:43:getField ['4', '15389.25', '17062.412']
13/12/2023 17:10:43:getField ['4', '15389.73', '17112.559']
13/12/2023 17:10:44:getField ['4', '15390.25', '17142.547']
13/12/2023 17:10:48:getTemprature ['2', '15394.45', '47.6013']
13/12/2023 17:10:48:getField ['4', '15394.98', '17612.740']
13/12/2023 17:10:49:getField ['4', '15395.44', '17692.990']
13/12/2023 17:10:49:getField ['4', '15395.94', '17723.293']
13/12/2023 17:10:50:getField ['4', '15396.45', '17763.783']
13/12/2023 17:10:54:getTemprature ['2', '15400.66', '47.5949']
13/12/2023 17:10:54:getField ['4', '15401.22', '18263.467']
13/12/2023 17:10:55:getField ['4', '15401.66', '18303.420']
13/12/2023 17:10:55:getField ['4', '15402.17', '18333.422']
13/12/2023 17:10:56:getField ['4', '15402.69', '18413.219']
13/12/2023 17:11:00:getTemprature ['2', '15406.88', '47.5992']
13/12/2023 17:11:01:getField ['4', '15407.48', '18843.918']
13/12/2023 17:11:01:getField ['4', '15407.91', '18923.938']
13/12/2023 17:11:02:getField ['4', '15408.38', '18964.203']
13/12/2023 17:11:02:getField ['4', '15408.91', '19034.174']
13/12/2023 17:11:06:getTemprature ['2', '15413.09', '47.5974']
13/12/2023 17:11:07:getField ['4', '15413.59', '19464.443']
13/12/2023 17:11:07:getField ['4', '15414.13', '19534.213']
13/12/2023 17:11:08:getField ['4', '15414.61', '19564.527']
13/12/2023 17:11:08:getField ['4', '15415.16', '19654.371']
13/12/2023 17:11:17:getTemprature ['2', '15423.44', '47.6030']
13/12/2023 17:11:17:getField ['4', '15423.88', '20505.918']
13/12/2023 17:11:18:getField ['4', '15424.38', '20565.961']
13/12/2023 17:11:18:getField ['4', '15425.02', '20645.596']
13/12/2023 17:11:19:getField ['4', '15425.44', '20675.951']
13/12/2023 17:11:23:getTemprature ['2', '15429.61', '47.6061']
13/12/2023 17:11:23:getField ['4', '15430.09', '21146.686']
13/12/2023 17:11:24:getField ['4', '15430.61', '21186.508']
13/12/2023 17:11:24:getField ['4', '15431.16', '21256.561']
13/12/2023 17:11:25:getField ['4', '15431.59', '21296.557']
13/12/2023 17:11:29:getTemprature ['2', '15435.81', '47.5965']
13/12/2023 17:11:30:getField ['4', '15436.31', '21766.645']
13/12/2023 17:11:30:getField ['4', '15436.88', '21836.984']
13/12/2023 17:11:31:getField ['4', '15437.33', '21876.607']
13/12/2023 17:11:31:getField ['4', '15437.83', '21926.762']
13/12/2023 17:11:35:getTemprature ['2', '15442.09', '47.6000']
13/12/2023 17:11:36:getField ['4', '15442.56', '22407.676']
13/12/2023 17:11:36:getField ['4', '15443.05', '22447.715']
13/12/2023 17:11:37:getField ['4', '15443.52', '22487.854']
13/12/2023 17:11:37:getField ['4', '15444.03', '22527.762']
13/12/2023 17:11:42:getTemprature ['2', '15448.23', '47.6012']
13/12/2023 17:11:42:getField ['4', '15448.73', '23028.014']
13/12/2023 17:11:43:getField ['4', '15449.22', '23058.391']
13/12/2023 17:11:43:getField ['4', '15449.75', '23098.004']
13/12/2023 17:11:44:getField ['4', '15450.27', '23168.291']
13/12/2023 17:11:48:getTemprature ['2', '15454.48', '47.6010']
13/12/2023 17:11:48:getField ['4', '15454.98', '23638.830']
13/12/2023 17:11:49:getField ['4', '15455.45', '23678.518']
13/12/2023 17:11:49:getField ['4', '15455.94', '23718.455']
13/12/2023 17:11:50:getField ['4', '15456.52', '23788.572']
13/12/2023 17:11:54:getTemprature ['2', '15460.67', '47.6002']
13/12/2023 17:11:55:getField ['4', '15461.27', '24229.367']
13/12/2023 17:11:55:getField ['4', '15461.69', '24309.623']
13/12/2023 17:11:56:getField ['4', '15462.25', '24380.035']
13/12/2023 17:11:56:getField ['4', '15462.78', '24419.791']
13/12/2023 17:12:00:getTemprature ['2', '15466.94', '47.6006']
13/12/2023 17:12:01:getField ['4', '15467.42', '24880.080']
13/12/2023 17:12:01:getField ['4', '15467.94', '24930.232']
13/12/2023 17:12:02:getField ['4', '15468.44', '25000.137']
13/12/2023 17:12:02:getField ['4', '15468.91', '25040.363']
13/12/2023 17:12:06:getTemprature ['2', '15473.16', '47.6033']
13/12/2023 17:12:07:getField ['4', '15473.63', '25500.734']
13/12/2023 17:12:07:getField ['4', '15474.16', '25570.727']
13/12/2023 17:12:08:getField ['4', '15474.64', '25610.672']
13/12/2023 17:12:08:getField ['4', '15475.14', '25650.916']
13/12/2023 17:12:17:getTemprature ['2', '15483.42', '47.5992']
13/12/2023 17:12:17:getField ['4', '15483.91', '26511.672']
13/12/2023 17:12:18:getField ['4', '15484.36', '26571.979']
13/12/2023 17:12:18:getField ['4', '15484.86', '26642.076']
13/12/2023 17:12:19:getField ['4', '15485.34', '26681.766']
13/12/2023 17:12:23:getTemprature ['2', '15489.61', '47.5988']
13/12/2023 17:12:23:getField ['4', '15490.08', '27121.973']
13/12/2023 17:12:24:getField ['4', '15490.58', '27182.189']
13/12/2023 17:12:24:getField ['4', '15491.08', '27262.033']
13/12/2023 17:12:25:getField ['4', '15491.56', '27302.141']
13/12/2023 17:12:29:getTemprature ['2', '15495.78', '47.5973']
13/12/2023 17:12:30:getField ['4', '15496.30', '27762.947']
13/12/2023 17:12:30:getField ['4', '15496.81', '27832.828']
13/12/2023 17:12:31:getField ['4', '15497.28', '27872.711']
13/12/2023 17:12:31:getField ['4', '15497.83', '27942.854']
13/12/2023 17:12:35:getTemprature ['2', '15501.98', '47.6013']
13/12/2023 17:12:36:getField ['4', '15502.50', '28383.080']
13/12/2023 17:12:36:getField ['4', '15503.03', '28453.275']
13/12/2023 17:12:37:getField ['4', '15503.50', '28493.025']
13/12/2023 17:12:37:getField ['4', '15504.00', '28563.689']
13/12/2023 17:12:42:getTemprature ['2', '15508.23', '47.5997']
13/12/2023 17:12:42:getField ['4', '15508.70', '29014.314']
13/12/2023 17:12:43:getField ['4', '15509.20', '29074.523']
13/12/2023 17:12:43:getField ['4', '15509.72', '29124.531']
13/12/2023 17:12:44:getField ['4', '15510.22', '29154.111']
13/12/2023 17:12:48:getTemprature ['2', '15514.42', '47.6008']
13/12/2023 17:12:48:getField ['4', '15514.98', '29614.303']
13/12/2023 17:12:49:getField ['4', '15515.44', '29704.881']
13/12/2023 17:12:49:getField ['4', '15515.94', '29734.916']
13/12/2023 17:12:50:getField ['4', '15516.42', '29774.689']
13/12/2023 17:12:54:getTemprature ['2', '15520.66', '47.6008']
13/12/2023 17:12:54:getField ['4', '15521.20', '30255.418']
13/12/2023 17:12:55:getField ['4', '15521.66', '30305.311']
13/12/2023 17:12:55:getField ['4', '15522.16', '30345.131']
13/12/2023 17:12:56:getField ['4', '15522.66', '30425.422']
13/12/2023 17:13:00:getTemprature ['2', '15526.97', '47.6004']
13/12/2023 17:13:01:getField ['4', '15527.38', '30865.961']
13/12/2023 17:13:01:getField ['4', '15527.89', '30925.783']
13/12/2023 17:13:02:getField ['4', '15528.42', '30996.064']
13/12/2023 17:13:02:getField ['4', '15528.88', '31036.238']
13/12/2023 17:13:06:getTemprature ['2', '15533.08', '47.6015']
13/12/2023 17:13:07:getField ['4', '15533.58', '31476.381']
13/12/2023 17:13:07:getField ['4', '15534.11', '31566.176']
13/12/2023 17:13:08:getField ['4', '15534.58', '31606.408']
13/12/2023 17:13:08:getField ['4', '15535.08', '31646.516']
13/12/2023 17:13:17:getTemprature ['2', '15543.47', '47.5978']
13/12/2023 17:13:17:getField ['4', '15543.88', '32538.133']
13/12/2023 17:13:18:getField ['4', '15544.34', '32578.039']
13/12/2023 17:13:18:getField ['4', '15544.94', '32648.535']
13/12/2023 17:13:19:getField ['4', '15545.38', '32678.768']
13/12/2023 17:13:23:getTemprature ['2', '15549.61', '47.5999']
13/12/2023 17:13:23:getField ['4', '15550.06', '33120.598']
13/12/2023 17:13:24:getField ['4', '15550.59', '33220.809']
13/12/2023 17:13:24:getField ['4', '15551.08', '33260.918']
13/12/2023 17:13:25:getField ['4', '15551.58', '33301.191']
13/12/2023 17:13:29:getTemprature ['2', '15555.78', '47.5978']
13/12/2023 17:13:30:getField ['4', '15556.34', '33772.426']
13/12/2023 17:13:30:getField ['4', '15556.78', '33812.668']
13/12/2023 17:13:31:getField ['4', '15557.28', '33892.816']
13/12/2023 17:13:31:getField ['4', '15557.78', '33932.836']
13/12/2023 17:13:35:getTemprature ['2', '15562.05', '47.6005']
13/12/2023 17:13:36:getField ['4', '15562.50', '34404.910']
13/12/2023 17:13:36:getField ['4', '15563.02', '34444.727']
13/12/2023 17:13:37:getField ['4', '15563.52', '34524.836']
13/12/2023 17:13:37:getField ['4', '15564.00', '34555.164']
13/12/2023 17:13:42:getTemprature ['2', '15568.19', '47.6010']
13/12/2023 17:13:42:getField ['4', '15568.70', '35016.484']
13/12/2023 17:13:43:getField ['4', '15569.20', '35096.648']
13/12/2023 17:13:43:getField ['4', '15569.70', '35136.844']
13/12/2023 17:13:44:getField ['4', '15570.22', '35167.207']
13/12/2023 17:13:48:getTemprature ['2', '15574.42', '47.5983']
13/12/2023 17:13:48:getField ['4', '15575.06', '35638.254']
13/12/2023 17:13:49:getField ['4', '15575.55', '35708.457']
13/12/2023 17:13:49:getField ['4', '15576.08', '35778.664']
13/12/2023 17:13:50:getField ['4', '15576.55', '35818.879']
13/12/2023 17:13:54:getTemprature ['2', '15580.78', '47.5984']
13/12/2023 17:13:55:getField ['4', '15581.30', '36249.938']
13/12/2023 17:13:55:getField ['4', '15581.88', '36350.367']
13/12/2023 17:13:56:getField ['4', '15582.30', '36400.754']
13/12/2023 17:13:56:getField ['4', '15582.78', '36440.871']
13/12/2023 17:14:00:getTemprature ['2', '15586.98', '47.6001']
13/12/2023 17:14:01:getField ['4', '15587.50', '36912.184']
13/12/2023 17:14:01:getField ['4', '15587.98', '36952.500']
13/12/2023 17:14:02:getField ['4', '15588.53', '37022.570']
13/12/2023 17:14:02:getField ['4', '15588.98', '37062.961']
13/12/2023 17:14:07:getTemprature ['2', '15593.22', '47.5986']
13/12/2023 17:14:07:getField ['4', '15593.70', '37534.613']
13/12/2023 17:14:08:getField ['4', '15594.22', '37574.758']
13/12/2023 17:14:08:getField ['4', '15594.78', '37655.391']
13/12/2023 17:14:09:getField ['4', '15595.20', '37695.008']
13/12/2023 17:14:17:getTemprature ['2', '15603.39', '47.6008']
13/12/2023 17:14:17:getField ['4', '15603.88', '38538.188']
13/12/2023 17:14:18:getField ['4', '15604.38', '38597.926']
13/12/2023 17:14:18:getField ['4', '15604.97', '38678.609']
13/12/2023 17:14:19:getField ['4', '15605.41', '38718.641']
13/12/2023 17:14:23:getTemprature ['2', '15609.63', '47.6008']
13/12/2023 17:14:23:getField ['4', '15610.09', '39169.832']
13/12/2023 17:14:24:getField ['4', '15610.58', '39209.855']
13/12/2023 17:14:24:getField ['4', '15611.09', '39290.250']
13/12/2023 17:14:25:getField ['4', '15611.59', '39320.141']
13/12/2023 17:14:29:getTemprature ['2', '15615.80', '47.5992']
13/12/2023 17:14:30:getField ['4', '15616.31', '39792.152']
13/12/2023 17:14:30:getField ['4', '15616.81', '39862.492']
13/12/2023 17:14:31:getField ['4', '15617.31', '39902.422']
13/12/2023 17:14:31:getField ['4', '15617.83', '39942.336']
13/12/2023 17:14:35:getTemprature ['2', '15622.03', '47.5997']
13/12/2023 17:14:36:getField ['4', '15622.50', '40423.777']
13/12/2023 17:14:36:getField ['4', '15623.05', '40494.242']
13/12/2023 17:14:37:getField ['4', '15623.52', '40534.016']
13/12/2023 17:14:37:getField ['4', '15624.00', '40574.383']
13/12/2023 17:14:42:getTemprature ['2', '15628.25', '47.5975']
13/12/2023 17:14:42:getField ['4', '15628.75', '41035.742']
13/12/2023 17:14:43:getField ['4', '15629.22', '41105.824']
13/12/2023 17:14:43:getField ['4', '15629.77', '41146.164']
13/12/2023 17:14:44:getField ['4', '15630.30', '41216.559']
13/12/2023 17:14:48:getTemprature ['2', '15634.44', '47.6032']
13/12/2023 17:14:48:getField ['4', '15635.00', '41647.535']
13/12/2023 17:14:49:getField ['4', '15635.44', '41717.762']
13/12/2023 17:14:49:getField ['4', '15635.94', '41757.910']
13/12/2023 17:14:50:getField ['4', '15636.50', '41828.551']
13/12/2023 17:14:54:getTemprature ['2', '15640.70', '47.6016']
13/12/2023 17:14:55:getField ['4', '15641.28', '42280.328']
13/12/2023 17:14:55:getField ['4', '15641.70', '42350.395']
13/12/2023 17:14:56:getField ['4', '15642.19', '42390.453']
13/12/2023 17:14:56:getField ['4', '15642.69', '42460.867']
13/12/2023 17:15:00:getTemprature ['2', '15646.92', '47.5964']
13/12/2023 17:15:01:getField ['4', '15647.48', '42902.273']
13/12/2023 17:15:01:getField ['4', '15647.97', '42972.344']
13/12/2023 17:15:02:getField ['4', '15648.58', '43042.676']
13/12/2023 17:15:02:getField ['4', '15648.97', '43072.844']
13/12/2023 17:15:07:getTemprature ['2', '15653.22', '47.6034']
13/12/2023 17:15:07:getField ['4', '15653.72', '43564.016']
13/12/2023 17:15:08:getField ['4', '15654.17', '43604.305']
13/12/2023 17:15:08:getField ['4', '15654.67', '43674.336']
13/12/2023 17:15:09:getField ['4', '15655.22', '43714.648']
13/12/2023 17:15:17:getTemprature ['2', '15663.44', '47.6030']
13/12/2023 17:15:17:getField ['4', '15663.89', '44557.230']
13/12/2023 17:15:18:getField ['4', '15664.38', '44617.293']
13/12/2023 17:15:18:getField ['4', '15664.94', '44687.777']
13/12/2023 17:15:19:getField ['4', '15665.36', '44727.758']
13/12/2023 17:15:23:getTemprature ['2', '15669.61', '47.5993']
13/12/2023 17:15:23:getField ['4', '15670.11', '45169.418']
13/12/2023 17:15:24:getField ['4', '15670.59', '45269.859']
13/12/2023 17:15:24:getField ['4', '15671.19', '45310.016']
13/12/2023 17:15:25:getField ['4', '15671.59', '45339.793']
13/12/2023 17:15:29:getTemprature ['2', '15675.81', '47.6014']
13/12/2023 17:15:30:getField ['4', '15676.30', '45821.184']
13/12/2023 17:15:30:getField ['4', '15676.81', '45861.543']
13/12/2023 17:15:31:getField ['4', '15677.31', '45931.762']
